Freq.	V(out)
4.46683592150959e+06	(-7.08093603815295e+01dB,-4.36432727343714e+01°)
5.01187233627268e+06	(-7.15056743439886e+01dB,-4.77806029540783e+01°)
5.62341325190344e+06	(-7.22455034335982e+01dB,-5.16728245211276e+01°)
6.30957344480187e+06	(-7.30252180236910e+01dB,-5.53061615590569e+01°)
7.07945784384131e+06	(-7.38406390830778e+01dB,-5.86736421113384e+01°)
7.94328234724274e+06	(-7.46873798583432e+01dB,-6.17746584273708e+01°)
8.91250938133737e+06	(-7.55611169295200e+01dB,-6.46140790621635e+01°)
9.99999999999990e+06	(-7.64577820619144e+01dB,-6.72011303261286e+01°)
1.12201845430195e+07	(-7.73736800955968e+01dB,-6.95482316622912e+01°)
1.25892541179415e+07	(-7.83055459879556e+01dB,-7.16699139381825e+01°)
1.41253754462274e+07	(-7.92505567970631e+01dB,-7.35818934550253e+01°)
1.58489319246110e+07	(-8.02063135604416e+01dB,-7.53003292127003e+01°)
1.77827941003890e+07	(-8.11708054034246e+01dB,-7.68412603544528e+01°)
1.99526231496886e+07	(-8.21423650751971e+01dB,-7.82202036151870e+01°)
2.23872113856832e+07	(-8.31196221990220e+01dB,-7.94518832487188e+01°)
2.51188643150955e+07	(-8.41014581657762e+01dB,-8.05500650401973e+01°)
2.81838293126442e+07	(-8.50869648593404e+01dB,-8.15274685861348e+01°)
3.16227766016834e+07	(-8.60754082100160e+01dB,-8.23957360724984e+01°)
3.54813389233572e+07	(-8.70661968114747e+01dB,-8.31654401657033e+01°)
3.98107170553493e+07	(-8.80588553886735e+01dB,-8.38461176215175e+01°)
4.46683592150958e+07	(-8.90530026692345e+01dB,-8.44463186393398e+01°)
5.01187233627267e+07	(-9.00483331123705e+01dB,-8.49736647153204e+01°)
5.62341325190343e+07	(-9.10446019335741e+01dB,-8.54349098759504e+01°)
6.30957344480186e+07	(-9.20416128931817e+01dB,-8.58360017464551e+01°)
7.07945784384130e+07	(-9.30392083693551e+01dB,-8.61821401005898e+01°)
7.94328234724272e+07	(-9.40372612961823e+01dB,-8.64778313556714e+01°)
8.91250938133735e+07	(-9.50356686074296e+01dB,-8.67269380748577e+01°)
9.99999999999989e+07	(-9.60343458813266e+01dB,-8.69327229434822e+01°)
1.12201845430195e+08	(-9.70332229295247e+01dB,-8.70978869496114e+01°)
1.25892541179415e+08	(-9.80322401133893e+01dB,-8.72246016770347e+01°)
1.41253754462274e+08	(-9.90313452030155e+01dB,-8.73145357208430e+01°)
1.58489319246109e+08	(-1.00030490619183e+02dB,-8.73688752901515e+01°)
1.77827941003890e+08	(-1.01029630916396e+02dB,-8.73883390889669e+01°)
1.99526231496886e+08	(-1.02028720376583e+02dB,-8.73731875719794e+01°)
2.23872113856831e+08	(-1.03027710588284e+02dB,-8.73232266609613e+01°)
2.51188643150955e+08	(-1.04026547885393e+02dB,-8.72378060072572e+01°)
2.81838293126442e+08	(-1.05025170512663e+02dB,-8.71158118718373e+01°)
3.16227766016834e+08	(-1.06023505372071e+02dB,-8.69556547120802e+01°)
3.54813389233571e+08	(-1.07021464184261e+02dB,-8.67552515869146e+01°)
3.98107170553492e+08	(-1.08018938872244e+02dB,-8.65120035630557e+01°)
4.46683592150958e+08	(-1.09015795939623e+02dB,-8.62227684130709e+01°)
5.01187233627266e+08	(-1.10011869572352e+02dB,-8.58838290826404e+01°)
5.62341325190342e+08	(-1.11006953141328e+02dB,-8.54908586845562e+01°)
6.30957344480185e+08	(-1.12000788723337e+02dB,-8.50388831965402e+01°)
7.07945784384129e+08	(-1.12993054192023e+02dB,-8.45222436411938e+01°)
7.94328234724271e+08	(-1.13983347362783e+02dB,-8.39345603808537e+01°)
8.91250938133734e+08	(-1.14971166613859e+02dB,-8.32687033383755e+01°)
1.00000000000000e+09	(-1.15955887364384e+02dB,-8.25167735560817e+01°)
