Freq.	V(out)
2.23872113856832e+07	(-7.57866243110481e+01dB,-8.37316564889956e+01°)
2.51188643150955e+07	(-7.67727319318393e+01dB,-8.43894762940041e+01°)
2.81838293126442e+07	(-7.77616627459269e+01dB,-8.49757349020055e+01°)
3.16227766016834e+07	(-7.87528479488192e+01dB,-8.54973782237538e+01°)
3.54813389233572e+07	(-7.97458312459378e+01dB,-8.59607339162299e+01°)
3.98107170553493e+07	(-8.07402472961541e+01dB,-8.63715273395211e+01°)
4.46683592150958e+07	(-8.17358040071126e+01dB,-8.67349085887993e+01°)
5.01187233627267e+07	(-8.27322680954572e+01dB,-8.70554857401761e+01°)
5.62341325190343e+07	(-8.37294533725376e+01dB,-8.73373608921625e+01°)
6.30957344480186e+07	(-8.47272112791144e+01dB,-8.75841666811473e+01°)
7.07945784384130e+07	(-8.57254232592609e+01dB,-8.77991017208111e+01°)
7.94328234724272e+07	(-8.67239946274692e+01dB,-8.79849639644257e+01°)
8.91250938133735e+07	(-8.77228496406215e+01dB,-8.81441813799576e+01°)
9.99999999999989e+07	(-8.87219275367050e+01dB,-8.82788395883515e+01°)
1.12201845430195e+08	(-8.97211793447397e+01dB,-8.83907062954482e+01°)
1.25892541179415e+08	(-9.07205653058148e+01dB,-8.84812524552607e+01°)
1.41253754462274e+08	(-9.17200527740909e+01dB,-8.85516701752205e+01°)
1.58489319246109e+08	(-9.27196144899166e+01dB,-8.86028874078370e+01°)
1.77827941003890e+08	(-9.37192271355942e+01dB,-8.86355794889302e+01°)
1.99526231496886e+08	(-9.47188700984839e+01dB,-8.86501775837098e+01°)
2.23872113856831e+08	(-9.57185243766258e+01dB,-8.86468740910469e+01°)
2.51188643150955e+08	(-9.67181715693105e+01dB,-8.86256250389050e+01°)
2.81838293126442e+08	(-9.77177928993838e+01dB,-8.85861494844622e+01°)
3.16227766016834e+08	(-9.87173682156897e+01dB,-8.85279259083283e+01°)
3.54813389233571e+08	(-9.97168749230566e+01dB,-8.84501855712069e+01°)
3.98107170553492e+08	(-1.00716286783493e+02dB,-8.83519027753729e+01°)
4.46683592150958e+08	(-1.01715572525740e+02dB,-8.82317819603810e+01°)
5.01187233627266e+08	(-1.02714694190564e+02dB,-8.80882415423794e+01°)
5.62341325190342e+08	(-1.03713605125982e+02dB,-8.79193944093563e+01°)
6.30957344480185e+08	(-1.04712247529201e+02dB,-8.77230249871377e+01°)
7.07945784384129e+08	(-1.05710549409993e+02dB,-8.74965628226624e+01°)
7.94328234724271e+08	(-1.06708420822683e+02dB,-8.72370526875809e+01°)
8.91250938133734e+08	(-1.07705749180017e+02dB,-8.69411212997722e+01°)
1.00000000000000e+09	(-1.08702393421348e+02dB,-8.66049409165821e+01°)
